"Province","SSP","Period","Month","extremeHeat","spi","futPop","Area","Popdens","Popdenscat","Pop","rh_mean"
"Amnat Charoen","ssp126","2021-2040",1,0,-0.049578314,225940.592633811,3262.57137600842,69.2523064155113,"Low",373418.8,73.4209804217021
"Amnat Charoen","ssp126","2021-2040",10,0,0.018941204,225940.592633811,3262.57137600842,69.2523064155113,"Low",373418.8,72.9709202130636
"Amnat Charoen","ssp126","2021-2040",11,0,-0.388681529,225940.592633811,3262.57137600842,69.2523064155113,"Low",373418.8,73.701455450058
"Amnat Charoen","ssp126","2021-2040",12,1,-0.016500129,225940.592633811,3262.57137600842,69.2523064155113,"Low",373418.8,73.9028327147166
"Amnat Charoen","ssp126","2021-2040",2,5,0.796347041,225940.592633811,3262.57137600842,69.2523064155113,"Low",373418.8,70.9505625724792
"Amnat Charoen","ssp126","2021-2040",3,5,0.25041668,225940.592633811,3262.57137600842,69.2523064155113,"Low",373418.8,72.9229877471924
"Amnat Charoen","ssp126","2021-2040",4,12,0.293740027,225940.592633811,3262.57137600842,69.2523064155113,"Low",373418.8,75.3611573696137
"Amnat Charoen","ssp126","2021-2040",5,8,0.860702621,225940.592633811,3262.57137600842,69.2523064155113,"Low",373418.8,74.9183355172475
"Amnat Charoen","ssp126","2021-2040",6,3,0.846825279,225940.592633811,3262.57137600842,69.2523064155113,"Low",373418.8,70.5596772670746
"Amnat Charoen","ssp126","2021-2040",7,0,0.092651965,225940.592633811,3262.57137600842,69.2523064155113,"Low",373418.8,71.416190290451
"Amnat Charoen","ssp126","2021-2040",8,0,0.508259686,225940.592633811,3262.57137600842,69.2523064155113,"Low",373418.8,73.8776941299438
"Amnat Charoen","ssp126","2021-2040",9,0,-0.004166181,225940.592633811,3262.57137600842,69.2523064155113,"Low",373418.8,73.2921637852987
"Amnat Charoen","ssp126","2041-2060",1,0,-0.049578314,189061.014163903,3262.57137600842,57.9484683627701,"Low",373418.8,76.5912614663442
"Amnat Charoen","ssp126","2041-2060",10,1,0.078224753,189061.014163903,3262.57137600842,57.9484683627701,"Low",373418.8,72.0304204146067
"Amnat Charoen","ssp126","2041-2060",11,0,-0.31790118,189061.014163903,3262.57137600842,57.9484683627701,"Low",373418.8,74.8624120394389
"Amnat Charoen","ssp126","2041-2060",12,2,-0.016500129,189061.014163903,3262.57137600842,57.9484683627701,"Low",373418.8,74.5054886341095
"Amnat Charoen","ssp126","2041-2060",2,0,0.796347041,189061.014163903,3262.57137600842,57.9484683627701,"Low",373418.8,73.0144271850586
"Amnat Charoen","ssp126","2041-2060",3,13,0.313700884,189061.014163903,3262.57137600842,57.9484683627701,"Low",373418.8,72.9991550445556
"Amnat Charoen","ssp126","2041-2060",4,15,0.275370647,189061.014163903,3262.57137600842,57.9484683627701,"Low",373418.8,73.4292453130086
"Amnat Charoen","ssp126","2041-2060",5,7,0.802593719,189061.014163903,3262.57137600842,57.9484683627701,"Low",373418.8,72.3424856821696
"Amnat Charoen","ssp126","2041-2060",6,2,0.928497203,189061.014163903,3262.57137600842,57.9484683627701,"Low",373418.8,73.1563864390055
"Amnat Charoen","ssp126","2041-2060",7,0,0.157548691,189061.014163903,3262.57137600842,57.9484683627701,"Low",373418.8,74.0737502733866
"Amnat Charoen","ssp126","2041-2060",8,0,0.473613844,189061.014163903,3262.57137600842,57.9484683627701,"Low",373418.8,73.6481838862101
"Amnat Charoen","ssp126","2041-2060",9,0,-0.038076783,189061.014163903,3262.57137600842,57.9484683627701,"Low",373418.8,72.987882900238
"Amnat Charoen","ssp126","2061-2080",1,0,-0.049578314,152100.79600018,3262.57137600842,46.619913703242,"Low",373418.8,74.9549186229706
"Amnat Charoen","ssp126","2061-2080",10,0,0.066296366,152100.79600018,3262.57137600842,46.619913703242,"Low",373418.8,71.9767697811127
"Amnat Charoen","ssp126","2061-2080",11,0,-0.316233899,152100.79600018,3262.57137600842,46.619913703242,"Low",373418.8,71.4969384670258
"Amnat Charoen","ssp126","2061-2080",12,0,-0.016500129,152100.79600018,3262.57137600842,46.619913703242,"Low",373418.8,72.6597701072693
"Amnat Charoen","ssp126","2061-2080",2,3,0.932843434,152100.79600018,3262.57137600842,46.619913703242,"Low",373418.8,70.7845536549886
"Amnat Charoen","ssp126","2061-2080",3,8,0.313700884,152100.79600018,3262.57137600842,46.619913703242,"Low",373418.8,74.8528759002685
"Amnat Charoen","ssp126","2061-2080",4,18,0.305989457,152100.79600018,3262.57137600842,46.619913703242,"Low",373418.8,77.8508617560069
"Amnat Charoen","ssp126","2061-2080",5,8,0.800782469,152100.79600018,3262.57137600842,46.619913703242,"Low",373418.8,72.0672550201416
"Amnat Charoen","ssp126","2061-2080",6,6,1.131305959,152100.79600018,3262.57137600842,46.619913703242,"Low",373418.8,71.2042182127635
"Amnat Charoen","ssp126","2061-2080",7,2,0.217622482,152100.79600018,3262.57137600842,46.619913703242,"Low",373418.8,72.2848360061646
"Amnat Charoen","ssp126","2061-2080",8,1,0.579857356,152100.79600018,3262.57137600842,46.619913703242,"Low",373418.8,73.789826409022
"Amnat Charoen","ssp126","2061-2080",9,0,0.03070196,152100.79600018,3262.57137600842,46.619913703242,"Low",373418.8,75.6486361980438
"Amnat Charoen","ssp126","2081-2100",1,0,-0.049578314,122041.411346296,3262.57137600842,37.4065107797296,"Low",373418.8,71.765113735199
"Amnat Charoen","ssp126","2081-2100",10,0,0.053977558,122041.411346296,3262.57137600842,37.4065107797296,"Low",373418.8,73.1013878663381
