"","Year","Month","Province","ah_mean","rh_mean","t2m_mean","tp_mean","extremeTP","extremeHeat","spi"
"214",2003,3,"Sing Buri",30.90485345,0.694003465,302.6316102,0.000111373,3,7,1.61968410870272
"215",2003,3,"Songkhla",27.93595604,0.759827706,300.9716332,0.000137974,2,0,0.456802857447949
"216",2003,3,"Sukhothai",28.91671694,0.682399862,301.3135865,9.45e-05,1,2,1.34684247984083
"217",2003,3,"Suphan Buri",29.08374112,0.724751514,301.5484857,0.000148465,2,10,1.71415984403849
"218",2003,3,"Surat Thani",28.23398984,0.740924744,301.1172746,0.00010289,1,17,0.291713157813875
"219",2003,3,"Surin",28.36591171,0.686545639,301.1000108,8.8e-05,1,5,1.14220882176538
"220",2003,3,"Tak",23.98593758,0.71590122,297.9339017,0.000141412,1,1,1.52031580672281
"221",2003,3,"Trang",28.15540686,0.758783547,301.1129807,0.00011166,2,0,0.257020858294189
"222",2003,3,"Trat",25.98245998,0.847967865,299.8468615,0.000211141,3,0,0.767599302125009
"223",2003,3,"Ubon Ratchathani",28.53508987,0.660929309,301.2095378,8.24e-05,0,1,1.10527647636293
"224",2003,3,"Udon Thani",25.93774763,0.685183678,299.4378059,5.86e-05,0,0,0.766330620106402
"225",2003,3,"Uthai Thani",25.17424249,0.774845083,298.9438845,0.000229645,4,1,2.20229356687426
"226",2003,3,"Uttaradit",25.69699528,0.723288773,299.2649723,9.37e-05,1,0,1.27604578259558
"227",2003,3,"Yala",26.33721492,0.755432878,299.7214289,0.00015428,4,0,0.578565668394217
"228",2003,3,"Yasothon",27.36224507,0.686631961,300.3802184,7.89e-05,0,2,1.03226510138168
"229",2003,4,"Amnat Charoen",31.54551666,0.681481377,303.0625791,0.000137665,2,7,0.879021309199847
"230",2003,4,"Ang Thong",35.16844543,0.642862215,304.9541478,6.1e-05,0,22,-0.509855742375637
"231",2003,4,"Bangkok",32.99309997,0.712518029,303.9339432,8.57e-05,2,22,-0.184788341999877
"232",2003,4,"Buri Ram",31.59772077,0.688235008,303.0587566,8.79e-05,0,15,-0.203291557837953
"233",2003,4,"Chachoengsao",30.56191749,0.763113638,302.5540955,0.000117478,2,18,0.059437859449788
"234",2003,4,"Chai Nat",34.44634277,0.646704799,304.6030765,8.65e-05,2,25,-0.33605889745883
"235",2003,4,"Chaiyaphum",28.69376902,0.752350527,301.3646573,5.8e-05,0,11,-0.705195997220632
"236",2003,4,"Chanthaburi",27.7136781,0.848597545,300.9220591,0.000200756,5,0,0.111518442670742
"237",2003,4,"Chiang Mai",26.64680949,0.657895081,299.863132,4.94e-05,0,13,-0.404463766065796
"238",2003,4,"Chiang Rai",26.95903152,0.690132724,300.1125219,5.14e-05,1,0,-0.955930489472557
"239",2003,4,"Chon Buri",30.04441417,0.781992102,302.3234629,0.000153845,2,4,-0.100193504731759
"240",2003,4,"Chumphon",28.27064043,0.759010645,301.2309804,5.2e-05,0,0,-1.30961371607
"241",2003,4,"Kalasin",31.7760295,0.669137519,303.1724134,0.00010913,1,14,0.604203654989349
"242",2003,4,"Kamphaeng Phet",31.01610443,0.699210201,302.6770029,6e-05,0,27,-0.330408918889651
"243",2003,4,"Kanchanaburi",28.267095,0.754276568,301.075634,5.7e-05,0,24,-0.62183904530369
"244",2003,4,"Khon Kaen",32.01166647,0.66811615,303.2768972,5.87e-05,0,16,-0.189212432854207
"245",2003,4,"Krabi",29.75798746,0.732382452,302.1244993,4.59e-05,0,15,-1.88426382265359
"246",2003,4,"Lampang",30.72416383,0.625089168,302.4376519,5.42e-05,1,23,-0.434997341556854
"247",2003,4,"Lamphun",30.58003367,0.605413149,302.2838211,5.59e-05,2,8,-0.0211302736173987
"248",2003,4,"Loei",28.43822615,0.722944747,301.1358266,4.41e-05,0,6,-0.836610345497112
"249",2003,4,"Lop Buri",32.97119781,0.670515112,303.8382625,4.44e-05,0,22,-0.75476442492569
"250",2003,4,"Mae Hong Son",27.22776391,0.640352536,300.241059,2.7e-05,0,0,-0.214917505376772
"251",2003,4,"Maha Sarakham",32.11573785,0.667350913,303.3613991,8.45e-05,1,15,0.163804062205309
"252",2003,4,"Mukdahan",30.09956499,0.712486378,302.2407839,0.000134374,1,2,0.865705524283015
"253",2003,4,"Nakhon Nayok",30.20833248,0.736509589,302.2928692,8.92e-05,2,18,-0.590143167878255
"254",2003,4,"Nakhon Pathom",34.06276011,0.669876936,304.4718329,9.18e-05,1,22,0.162441523773314
"255",2003,4,"Nakhon Phanom",29.96448391,0.729806349,302.1491218,9.45e-05,1,2,0.36533676857426
