"","Year","Month","Province","DF","ENCEP","INFLUENZA","MALARIA","PNEU","CHOL","TB","LEPTO","MELIOID"
"9696",2013,5,"Phitsanulok",88,1,17,0,134,0,0,0,0
"9697",2013,5,"Phra Nakhon Si Ayutthaya",8,1,55,12,285,0,1,0,0
"9698",2013,5,"Phrae",92,0,7,8,86,0,0,0,0
"9699",2013,5,"Phuket",230,0,57,15,38,0,0,0,0
"9700",2013,5,"Prachin Buri",61,0,6,21,160,0,0,0,0
"9701",2013,5,"Prachuap Khiri Khan",28,0,7,90,75,0,0,0,0
"9702",2013,5,"Ranong",30,0,3,63,4,0,0,0,0
"9703",2013,5,"Ratchaburi",31,0,12,33,96,0,0,0,0
"9704",2013,5,"Rayong",81,0,23,8,102,0,0,0,0
"9705",2013,5,"Roi Et",238,0,2,4,217,0,0,0,0
"9706",2013,5,"Sa Kaeo",39,1,0,15,44,0,0,0,0
"9707",2013,5,"Sakon Nakhon",65,1,21,4,36,0,0,0,1
"9708",2013,5,"Samut Prakan",70,3,33,4,161,0,0,0,1
"9709",2013,5,"Samut Sakhon",20,0,2,47,58,0,0,14,0
"9710",2013,5,"Samut Songkhram",8,0,0,32,22,0,0,0,0
"9711",2013,5,"Saraburi",33,0,5,56,73,0,0,0,0
"9712",2013,5,"Satun",37,0,6,83,25,0,0,0,0
"9713",2013,5,"Si Sa Ket",429,2,15,148,409,0,0,3,0
"9714",2013,5,"Sing Buri",0,0,6,132,20,0,0,3,0
"9715",2013,5,"Songkhla",295,0,16,88,286,0,0,1,0
"9716",2013,5,"Sukhothai",66,0,3,88,51,0,0,0,0
"9717",2013,5,"Suphan Buri",5,0,7,77,127,1,0,1,0
"9718",2013,5,"Surat Thani",146,6,52,46,249,1,0,3,0
"9719",2013,5,"Surin",241,1,12,53,206,0,0,3,0
"9720",2013,5,"Tak",106,0,24,34,159,0,0,1,0
"9721",2013,5,"Trang",48,0,79,18,136,0,16,0,0
"9722",2013,5,"Trat",56,0,2,32,41,0,12,0,0
"9723",2013,5,"Ubon Ratchathani",246,2,58,42,395,0,19,0,0
"9724",2013,5,"Udon Thani",28,0,6,36,226,0,15,0,0
"9725",2013,5,"Uthai Thani",14,0,8,103,80,0,14,0,0
"9726",2013,5,"Uttaradit",27,0,51,73,86,0,19,0,0
"9727",2013,5,"Yala",52,0,1,32,60,0,11,2,0
"9728",2013,5,"Yasothon",65,0,2,19,149,0,9,0,1
"9729",2013,6,"Amnat Charoen",92,1,2,18,67,0,16,1,0
"9730",2013,6,"Ang Thong",17,0,3,9,117,0,16,1,0
"9731",2013,6,"Bangkok",346,2,403,10,515,0,15,0,0
"9732",2013,6,"Buri Ram",171,3,26,12,304,0,4,0,0
"9733",2013,6,"Chachoengsao",43,3,4,13,228,0,61,0,3
"9734",2013,6,"Chai Nat",34,0,1,10,30,0,18,0,2
"9735",2013,6,"Chaiyaphum",154,0,6,3,191,0,11,0,1
"9736",2013,6,"Chanthaburi",148,2,67,4,161,0,12,1,1
"9737",2013,6,"Chiang Mai",2592,0,54,3,371,0,20,1,1
"9738",2013,6,"Chiang Rai",1970,3,90,6,439,0,17,3,2
"9739",2013,6,"Chon Buri",90,0,38,3,216,0,16,1,2
"9740",2013,6,"Chumphon",122,0,3,5,73,0,14,2,3
"9741",2013,6,"Kalasin",1,0,3,2,69,0,10,1,3
"9742",2013,6,"Kamphaeng Phet",148,2,57,4,238,0,11,4,2
"9743",2013,6,"Kanchanaburi",18,4,24,3,144,0,10,2,1
"9744",2013,6,"Khon Kaen",222,1,46,2,439,0,8,0,0
"9745",2013,6,"Krabi",128,0,39,1,101,0,0,4,36
"9746",2013,6,"Lampang",726,0,73,0,129,0,0,5,19
"9747",2013,6,"Lamphun",148,0,16,0,22,0,0,4,21
"9748",2013,6,"Loei",469,0,57,1,115,0,0,5,31
"9749",2013,6,"Lop Buri",46,0,29,4,115,0,0,6,28
"9750",2013,6,"Mae Hong Son",333,3,50,4,84,0,0,4,14
"9751",2013,6,"Maha Sarakham",275,1,7,0,285,0,0,6,29
"9752",2013,6,"Mukdahan",168,1,1,0,52,0,0,14,20
"9753",2013,6,"Nakhon Nayok",34,0,3,0,51,0,0,14,27
"9754",2013,6,"Nakhon Pathom",15,0,51,0,114,0,0,12,27
"9755",2013,6,"Nakhon Phanom",359,0,130,0,177,0,0,5,16
"9756",2013,6,"Nakhon Ratchasima",617,2,25,0,436,0,0,4,27
"9757",2013,6,"Nakhon Sawan",127,1,9,4,169,0,30,1,2
"9758",2013,6,"Nakhon Si Thammarat",326,0,59,4,135,0,26,3,3
"9759",2013,6,"Nan",140,0,33,5,89,0,23,0,1
"9760",2013,6,"Narathiwat",47,0,18,1,145,0,19,0,2
"9761",2013,6,"Nong Bua Lam Phu",97,0,6,1,68,0,7,0,2
"9762",2013,6,"Nong Khai",276,7,45,2,163,0,21,0,2
"9763",2013,6,"Nonthaburi",37,0,13,3,118,0,9,1,1
"9764",2013,6,"Pathum Thani",42,0,10,0,403,0,13,0,3
"9765",2013,6,"Pattani",28,1,13,4,91,0,6,1,3
"9766",2013,6,"Phangnga",125,0,34,5,75,0,8,0,4
"9767",2013,6,"Phatthalung",143,0,23,8,81,0,6,1,0
"9768",2013,6,"Phayao",155,0,7,5,204,0,0,0,0
"9769",2013,6,"Phetchabun",504,2,23,14,159,0,13,1,5
"9770",2013,6,"Phetchaburi",62,0,11,5,131,0,8,0,2
"9771",2013,6,"Phichit",59,0,12,3,74,0,7,2,2
"9772",2013,6,"Phitsanulok",145,0,34,2,105,0,4,1,2
"9773",2013,6,"Phra Nakhon Si Ayutthaya",9,0,70,8,267,0,5,1,5
"9774",2013,6,"Phrae",148,0,7,3,83,0,6,0,5
"9775",2013,6,"Phuket",300,0,45,1,41,0,1,2,8
"9776",2013,6,"Prachin Buri",127,1,3,1,208,0,0,1,9
"9777",2013,6,"Prachuap Khiri Khan",29,1,12,0,130,0,0,4,9
"9778",2013,6,"Ranong",38,0,2,1,9,0,1,2,4
"9779",2013,6,"Ratchaburi",35,0,29,0,73,0,0,1,5
"9780",2013,6,"Rayong",127,0,64,2,157,0,0,2,1
"9781",2013,6,"Roi Et",473,1,3,3,252,0,0,0,0
"9782",2013,6,"Sa Kaeo",52,0,1,2,57,0,0,0,0
"9783",2013,6,"Sakon Nakhon",196,0,33,1,77,0,0,0,0
"9784",2013,6,"Samut Prakan",48,4,48,1,221,0,0,0,0
"9785",2013,6,"Samut Sakhon",26,0,1,4,57,0,0,0,0
"9786",2013,6,"Samut Songkhram",10,0,0,3,31,0,0,0,0
"9787",2013,6,"Saraburi",38,0,13,3,84,0,0,0,0
"9788",2013,6,"Satun",39,0,9,1,37,0,0,0,0
"9789",2013,6,"Si Sa Ket",802,1,39,0,496,0,0,0,0
"9790",2013,6,"Sing Buri",6,0,13,1,12,0,0,0,0
"9791",2013,6,"Songkhla",406,0,28,0,345,0,0,1,0
"9792",2013,6,"Sukhothai",57,0,18,2,59,0,0,0,0
"9793",2013,6,"Suphan Buri",15,0,18,2,128,0,39,0,0
"9794",2013,6,"Surat Thani",196,4,60,4,272,0,31,0,0
"9795",2013,6,"Surin",479,0,16,2,228,0,26,0,0
"9796",2013,6,"Tak",225,0,23,2,135,0,19,0,0
"9797",2013,6,"Trang",71,0,140,2,126,0,16,0,0
"9798",2013,6,"Trat",131,0,7,3,36,0,24,0,0
"9799",2013,6,"Ubon Ratchathani",422,5,73,0,409,0,28,0,0
"9800",2013,6,"Udon Thani",96,1,5,4,253,0,33,0,0
"9801",2013,6,"Uthai Thani",30,0,20,0,76,0,18,0,0
"9802",2013,6,"Uttaradit",77,0,69,2,100,0,23,0,0
"9803",2013,6,"Yala",49,0,4,0,76,0,20,0,0
"9804",2013,6,"Yasothon",107,0,13,0,170,0,4,0,0
"9805",2013,7,"Amnat Charoen",94,1,2,0,112,0,0,0,0
"9806",2013,7,"Ang Thong",16,0,3,1,117,0,0,0,0
"9807",2013,7,"Bangkok",740,0,531,0,842,0,0,0,0
"9808",2013,7,"Buri Ram",155,4,32,0,391,0,0,0,0
"9809",2013,7,"Chachoengsao",66,2,4,3,196,0,0,0,0
"9810",2013,7,"Chai Nat",53,0,9,0,52,0,0,0,0
"9811",2013,7,"Chaiyaphum",127,2,13,0,246,0,0,0,0
"9812",2013,7,"Chanthaburi",140,4,94,0,171,0,0,0,0
"9813",2013,7,"Chiang Mai",2466,0,79,0,408,0,0,0,0
"9814",2013,7,"Chiang Rai",3272,8,89,0,454,0,0,0,0
"9815",2013,7,"Chon Buri",51,0,33,0,208,0,0,0,0
"9816",2013,7,"Chumphon",161,0,2,0,119,0,0,0,0
"9817",2013,7,"Kalasin",355,0,2,1,33,0,20,0,2
"9818",2013,7,"Kamphaeng Phet",181,1,51,0,190,0,15,0,4
"9819",2013,7,"Kanchanaburi",29,2,79,0,158,0,13,1,0
"9820",2013,7,"Khon Kaen",352,0,55,0,412,0,10,0,1
"9821",2013,7,"Krabi",94,0,27,0,161,0,14,0,0
"9822",2013,7,"Lampang",738,0,24,0,129,0,11,0,0
"9823",2013,7,"Lamphun",273,0,8,1,20,0,0,0,0
"9824",2013,7,"Loei",424,0,21,0,93,0,14,0,0
"9825",2013,7,"Lop Buri",89,0,33,0,116,0,5,2,0
"9826",2013,7,"Mae Hong Son",398,1,17,0,60,0,2,0,1
"9827",2013,7,"Maha Sarakham",388,1,3,2,271,0,1,1,2
"9828",2013,7,"Mukdahan",120,1,2,0,64,0,0,1,1
"9829",2013,7,"Nakhon Nayok",37,0,2,0,50,0,7,3,0
"9830",2013,7,"Nakhon Pathom",52,0,82,0,129,0,2,0,0
"9831",2013,7,"Nakhon Phanom",188,0,95,0,172,0,4,4,1
"9832",2013,7,"Nakhon Ratchasima",645,3,62,0,459,0,8,0,0
"9833",2013,7,"Nakhon Sawan",155,1,12,0,179,0,9,2,0
"9834",2013,7,"Nakhon Si Thammarat",185,0,63,1,137,0,3,1,0
"9835",2013,7,"Nan",259,0,19,1,68,0,7,1,0
"9836",2013,7,"Narathiwat",96,0,13,2,232,0,6,3,0
"9837",2013,7,"Nong Bua Lam Phu",72,0,8,0,71,0,4,2,0
"9838",2013,7,"Nong Khai",426,5,33,0,131,0,5,3,0
"9839",2013,7,"Nonthaburi",74,0,36,5,134,0,5,6,0
"9840",2013,7,"Pathum Thani",72,0,26,0,437,0,3,2,0
"9841",2013,7,"Pattani",36,0,10,94,113,0,0,30,44
"9842",2013,7,"Phangnga",85,0,44,24,150,0,0,8,14
"9843",2013,7,"Phatthalung",133,0,46,31,106,0,0,14,19
"9844",2013,7,"Phayao",222,0,6,27,185,0,0,23,14
"9845",2013,7,"Phetchabun",315,0,15,34,145,0,0,10,10
"9846",2013,7,"Phetchaburi",64,0,9,38,164,0,0,19,10
"9847",2013,7,"Phichit",85,0,10,47,75,0,0,13,12
"9848",2013,7,"Phitsanulok",174,0,27,23,122,0,0,29,15
"9849",2013,7,"Phra Nakhon Si Ayutthaya",25,2,99,49,346,0,0,27,20
"9850",2013,7,"Phrae",139,0,9,29,78,0,0,86,19
"9851",2013,7,"Phuket",198,0,66,49,74,0,0,30,17
"9852",2013,7,"Prachin Buri",146,2,7,25,179,0,0,23,31
"9853",2013,7,"Prachuap Khiri Khan",44,0,25,0,153,0,0,0,0
"9854",2013,7,"Ranong",29,0,1,0,24,0,0,1,0
"9855",2013,7,"Ratchaburi",117,0,32,0,130,0,0,0,0
"9856",2013,7,"Rayong",142,0,58,0,245,0,0,0,0
"9857",2013,7,"Roi Et",529,0,3,0,284,0,0,0,0
"9858",2013,7,"Sa Kaeo",72,0,4,0,48,0,0,0,0
"9859",2013,7,"Sakon Nakhon",87,0,22,0,68,0,0,0,0
"9860",2013,7,"Samut Prakan",41,1,63,0,222,0,0,0,0
"9861",2013,7,"Samut Sakhon",51,0,1,0,72,0,0,0,0
"9862",2013,7,"Samut Songkhram",15,0,0,0,45,0,0,0,0
"9863",2013,7,"Saraburi",78,0,12,0,49,0,0,0,0
"9864",2013,7,"Satun",47,0,10,0,43,0,0,0,0
"9865",2013,7,"Si Sa Ket",742,5,27,60,475,0,0,15,0
"9866",2013,7,"Sing Buri",3,0,13,41,14,0,0,6,1
"9867",2013,7,"Songkhla",270,0,39,76,487,0,0,1,0
"9868",2013,7,"Sukhothai",74,1,14,59,65,0,0,3,0
"9869",2013,7,"Suphan Buri",19,0,11,117,142,0,0,9,3
"9870",2013,7,"Surat Thani",133,5,53,77,277,0,1,13,0
"9871",2013,7,"Surin",591,1,63,71,293,0,3,14,3
"9872",2013,7,"Tak",207,2,35,51,147,0,1,4,0
"9873",2013,7,"Trang",37,0,153,31,203,0,3,3,0
"9874",2013,7,"Trat",91,0,18,60,40,0,1,6,0
"9875",2013,7,"Ubon Ratchathani",440,1,91,73,344,0,2,9,1
"9876",2013,7,"Udon Thani",181,4,1,14,237,0,0,13,1
"9877",2013,7,"Uthai Thani",41,0,24,0,76,0,44,1,0
"9878",2013,7,"Uttaradit",90,0,59,0,98,0,14,1,0
"9879",2013,7,"Yala",27,0,11,0,76,0,21,3,0
"9880",2013,7,"Yasothon",84,0,10,0,170,0,15,0,0
"9881",2013,8,"Amnat Charoen",47,0,8,2,144,0,9,2,0
"9882",2013,8,"Ang Thong",22,0,10,0,199,0,21,0,0
"9883",2013,8,"Bangkok",949,0,1025,0,1172,0,19,2,0
"9884",2013,8,"Buri Ram",147,1,54,0,373,0,26,2,0
"9885",2013,8,"Chachoengsao",47,1,4,1,413,0,22,1,2
"9886",2013,8,"Chai Nat",11,0,2,0,42,0,23,5,0
"9887",2013,8,"Chaiyaphum",95,0,10,0,254,0,16,2,0
"9888",2013,8,"Chanthaburi",110,2,100,0,225,0,3,1,0
"9889",2013,8,"Chiang Mai",1155,4,116,0,478,0,6,0,0
"9890",2013,8,"Chiang Rai",2738,13,146,0,414,0,7,0,0
"9891",2013,8,"Chon Buri",76,0,53,0,285,0,6,0,0
"9892",2013,8,"Chumphon",84,0,1,1,124,0,1,0,0
"9893",2013,8,"Kalasin",207,0,12,3,56,0,6,1,0
"9894",2013,8,"Kamphaeng Phet",81,1,77,2,214,0,4,0,0
"9895",2013,8,"Kanchanaburi",40,0,121,2,201,0,1,0,0
"9896",2013,8,"Khon Kaen",465,0,70,0,458,0,7,0,0
"9897",2013,8,"Krabi",39,0,28,0,167,0,2,0,0
"9898",2013,8,"Lampang",439,0,146,0,188,0,3,0,0
"9899",2013,8,"Lamphun",147,0,6,0,30,0,7,1,0
"9900",2013,8,"Loei",171,0,30,1,106,0,4,0,0
"9901",2013,8,"Lop Buri",83,0,32,73,161,0,19,9,4
"9902",2013,8,"Mae Hong Son",275,1,10,43,60,0,1,3,2
"9903",2013,8,"Maha Sarakham",402,1,8,71,321,1,2,9,5
"9904",2013,8,"Mukdahan",78,1,1,97,83,0,3,5,5
"9905",2013,8,"Nakhon Nayok",41,0,2,127,38,0,8,10,2
"9906",2013,8,"Nakhon Pathom",77,0,88,126,175,0,1,11,6
"9907",2013,8,"Nakhon Phanom",72,0,159,108,214,0,1,2,2
"9908",2013,8,"Nakhon Ratchasima",389,2,63,90,528,0,3,6,1
"9909",2013,8,"Nakhon Sawan",112,0,21,49,202,0,3,4,2
"9910",2013,8,"Nakhon Si Thammarat",167,1,51,33,186,0,0,7,2
"9911",2013,8,"Nan",131,0,14,25,55,0,1,7,1
"9912",2013,8,"Narathiwat",84,0,28,20,246,0,0,3,0
"9913",2013,8,"Nong Bua Lam Phu",56,0,5,13,96,0,12,22,14
"9914",2013,8,"Nong Khai",226,4,51,8,217,0,0,17,18
"9915",2013,8,"Nonthaburi",97,0,49,4,208,0,2,22,14
"9916",2013,8,"Pathum Thani",63,0,31,0,444,0,0,13,26
"9917",2013,8,"Pattani",45,0,3,4,90,0,0,11,6
"9918",2013,8,"Phangnga",50,0,12,3,87,0,0,11,5
"9919",2013,8,"Phatthalung",84,0,27,5,90,0,0,22,6
"9920",2013,8,"Phayao",142,1,12,2,175,0,0,21,3
"9921",2013,8,"Phetchabun",24,0,7,5,178,0,0,27,13
"9922",2013,8,"Phetchaburi",70,0,2,0,183,0,0,62,12
"9923",2013,8,"Phichit",61,0,8,6,96,0,0,6,0
"9924",2013,8,"Phitsanulok",110,0,41,1,151,0,0,0,4
"9925",2013,8,"Phra Nakhon Si Ayutthaya",22,0,154,126,382,0,9,0,0
"9926",2013,8,"Phrae",92,0,10,111,96,0,7,1,0
"9927",2013,8,"Phuket",159,0,38,156,96,0,3,0,0
"9928",2013,8,"Prachin Buri",106,1,10,179,305,0,5,1,0
"9929",2013,8,"Prachuap Khiri Khan",26,0,16,243,181,0,7,0,0
"9930",2013,8,"Ranong",29,0,0,406,4,0,6,1,0
"9931",2013,8,"Ratchaburi",131,0,38,299,199,0,5,0,0
"9932",2013,8,"Rayong",95,1,71,232,279,0,1,1,2
"9933",2013,8,"Roi Et",416,0,5,208,322,0,2,3,0
"9934",2013,8,"Sa Kaeo",67,0,12,211,68,0,2,2,1
"9935",2013,8,"Sakon Nakhon",17,0,20,221,98,0,3,0,0
"9936",2013,8,"Samut Prakan",107,0,112,172,266,0,3,0,0
"9937",2013,8,"Samut Sakhon",60,0,7,0,114,0,0,5,0
"9938",2013,8,"Samut Songkhram",26,0,2,0,39,0,0,8,1
"9939",2013,8,"Saraburi",129,0,4,0,49,0,0,4,0
"9940",2013,8,"Satun",20,0,3,0,77,0,0,4,0
"9941",2013,8,"Si Sa Ket",409,3,33,1,555,0,0,1,0
"9942",2013,8,"Sing Buri",5,0,19,0,11,0,0,4,0
"9943",2013,8,"Songkhla",148,1,9,0,453,0,0,4,0
"9944",2013,8,"Sukhothai",34,0,20,0,78,0,0,6,0
"9945",2013,8,"Suphan Buri",25,0,5,0,131,0,0,5,0
"9946",2013,8,"Surat Thani",123,4,68,0,369,0,0,6,0
"9947",2013,8,"Surin",480,0,67,0,275,0,0,7,0
"9948",2013,8,"Tak",103,2,22,1,220,0,0,9,0
"9949",2013,8,"Trang",52,0,86,8,207,0,8,0,1
"9950",2013,8,"Trat",43,0,16,8,50,0,3,0,0
"9951",2013,8,"Ubon Ratchathani",298,1,119,11,581,0,4,0,0
"9952",2013,8,"Udon Thani",121,1,9,10,297,0,2,1,0
"9953",2013,8,"Uthai Thani",36,0,50,10,106,0,1,0,0
"9954",2013,8,"Uttaradit",51,0,41,13,153,0,2,0,0
"9955",2013,8,"Yala",30,0,1,9,125,0,5,0,0
"9956",2013,8,"Yasothon",86,0,15,6,204,0,7,1,0
"9957",2013,9,"Amnat Charoen",22,0,4,6,170,0,0,0,0
"9958",2013,9,"Ang Thong",16,0,17,8,205,0,1,0,0
"9959",2013,9,"Bangkok",713,0,1519,3,1008,0,0,0,0
"9960",2013,9,"Buri Ram",94,1,77,7,477,0,0,0,0
"9961",2013,9,"Chachoengsao",32,0,5,48,443,0,0,8,35
"9962",2013,9,"Chai Nat",4,0,4,19,59,0,0,2,20
"9963",2013,9,"Chaiyaphum",52,1,17,17,394,0,0,1,8
"9964",2013,9,"Chanthaburi",78,1,72,8,205,0,0,7,19
"9965",2013,9,"Chiang Mai",505,2,119,57,737,0,0,8,22
"9966",2013,9,"Chiang Rai",1197,6,129,93,483,0,0,14,19
"9967",2013,9,"Chon Buri",90,0,51,96,237,0,0,11,19
"9968",2013,9,"Chumphon",68,0,4,32,185,0,0,15,22
"9969",2013,9,"Kalasin",88,0,4,19,95,0,0,15,17
"9970",2013,9,"Kamphaeng Phet",39,4,82,39,288,0,0,18,32
"9971",2013,9,"Kanchanaburi",10,0,49,25,217,0,0,5,18
"9972",2013,9,"Khon Kaen",208,0,85,20,936,0,0,1,10
"9973",2013,9,"Krabi",0,0,0,2,1,0,8,2,34
"9974",2013,9,"Lampang",210,0,184,0,262,0,1,1,18
"9975",2013,9,"Lamphun",72,0,7,4,51,0,5,0,30
"9976",2013,9,"Loei",55,0,38,0,162,0,1,1,6
"9977",2013,9,"Lop Buri",66,0,84,3,210,0,0,0,15
"9978",2013,9,"Mae Hong Son",112,0,14,6,80,0,2,1,18
"9979",2013,9,"Maha Sarakham",198,0,7,0,435,0,1,7,16
"9980",2013,9,"Mukdahan",20,0,7,3,232,0,1,6,22
"9981",2013,9,"Nakhon Nayok",18,0,0,2,60,0,1,2,24
"9982",2013,9,"Nakhon Pathom",64,0,112,1,213,0,0,3,16
"9983",2013,9,"Nakhon Phanom",19,0,152,1,259,0,0,2,11
"9984",2013,9,"Nakhon Ratchasima",235,4,128,1,582,0,1,1,13
"9985",2013,9,"Nakhon Sawan",73,0,19,1,233,0,0,1,0
"9986",2013,9,"Nakhon Si Thammarat",103,0,37,0,209,0,0,1,0
"9987",2013,9,"Nan",50,0,4,0,82,0,0,0,1
"9988",2013,9,"Narathiwat",60,1,17,0,258,0,0,0,1
"9989",2013,9,"Nong Bua Lam Phu",8,0,6,0,117,0,0,1,0
"9990",2013,9,"Nong Khai",50,4,93,3,261,0,0,0,1
"9991",2013,9,"Nonthaburi",77,0,55,1,250,0,0,0,0
"9992",2013,9,"Pathum Thani",45,0,30,3,643,0,0,2,1
"9993",2013,9,"Pattani",32,0,9,2,125,0,0,3,0
"9994",2013,9,"Phangnga",18,0,30,1,141,0,0,0,1
"9995",2013,9,"Phatthalung",54,0,24,0,119,0,0,0,1
"9996",2013,9,"Phayao",59,0,23,1,215,0,0,0,1
"9997",2013,9,"Phetchabun",2,0,12,0,184,0,2,2,2
"9998",2013,9,"Phetchaburi",48,0,9,0,187,0,0,1,0
"9999",2013,9,"Phichit",22,0,10,0,115,0,0,1,1
"10000",2013,9,"Phitsanulok",73,0,81,0,237,0,0,1,9
"10001",2013,9,"Phra Nakhon Si Ayutthaya",20,1,142,0,408,0,0,1,6
"10002",2013,9,"Phrae",52,0,10,0,112,0,0,2,6
"10003",2013,9,"Phuket",110,0,89,1,83,0,0,0,4
"10004",2013,9,"Prachin Buri",59,0,14,0,362,0,0,2,0
"10005",2013,9,"Prachuap Khiri Khan",12,0,32,0,190,0,0,2,2
"10006",2013,9,"Ranong",10,0,3,0,21,0,0,1,1
"10007",2013,9,"Ratchaburi",111,0,38,0,217,0,0,1,3
"10008",2013,9,"Rayong",84,0,129,0,281,0,0,0,1
"10009",2013,9,"Roi Et",172,0,4,130,421,0,0,6,0
"10010",2013,9,"Sa Kaeo",35,1,21,63,104,0,0,0,0
"10011",2013,9,"Sakon Nakhon",4,0,35,258,97,0,0,2,0
"10012",2013,9,"Samut Prakan",86,0,129,495,288,0,0,2,0
"10013",2013,9,"Samut Sakhon",42,0,5,852,94,0,0,2,0
"10014",2013,9,"Samut Songkhram",20,0,0,418,37,0,0,2,0
"10015",2013,9,"Saraburi",54,0,11,280,102,0,0,5,0
"10016",2013,9,"Satun",10,0,6,203,63,0,0,1,0
"10017",2013,9,"Si Sa Ket",210,3,35,364,567,0,0,4,0
"10018",2013,9,"Sing Buri",0,0,23,453,24,0,0,2,0
"10019",2013,9,"Songkhla",40,1,13,608,323,0,0,10,0
"10020",2013,9,"Sukhothai",27,0,34,154,128,0,1,5,0
"10021",2013,9,"Suphan Buri",34,0,46,0,266,0,15,2,17
"10022",2013,9,"Surat Thani",90,3,60,0,420,0,12,6,7
"10023",2013,9,"Surin",263,0,58,1,479,0,8,3,4
"10024",2013,9,"Tak",73,1,24,0,296,0,3,8,6
"10025",2013,9,"Trang",21,1,50,4,273,0,10,2,4
"10026",2013,9,"Trat",24,0,17,1,39,0,3,9,6
"10027",2013,9,"Ubon Ratchathani",114,2,308,1,851,0,7,9,4
"10028",2013,9,"Udon Thani",32,0,16,1,511,0,3,13,13
"10029",2013,9,"Uthai Thani",19,1,27,0,125,0,5,8,6
"10030",2013,9,"Uttaradit",25,0,92,0,173,0,3,8,13
"10031",2013,9,"Yala",16,0,4,0,160,0,1,4,12
"10032",2013,9,"Yasothon",44,0,10,1,237,0,0,1,4
"10033",2014,1,"Amnat Charoen",0,2,1,0,131,0,1,1,11
"10034",2014,1,"Ang Thong",3,0,11,0,217,0,0,0,2
"10035",2014,1,"Bangkok",200,2,1440,1,694,0,1,2,9
"10036",2014,1,"Buri Ram",4,0,26,1,543,0,1,3,9
"10037",2014,1,"Chachoengsao",7,0,7,2,337,0,1,1,8
"10038",2014,1,"Chai Nat",1,0,4,2,56,0,0,3,15
"10039",2014,1,"Chaiyaphum",3,1,14,0,302,0,1,3,3
"10040",2014,1,"Chanthaburi",6,1,63,0,161,0,1,7,10
"10041",2014,1,"Chiang Mai",8,2,517,0,906,0,1,2,8
"10042",2014,1,"Chiang Rai",15,5,158,0,778,0,4,4,5
"10043",2014,1,"Chon Buri",16,0,49,0,271,0,2,1,12
"10044",2014,1,"Chumphon",16,0,12,0,145,0,0,1,2
"10045",2014,1,"Kalasin",4,1,4,0,137,0,0,0,0
"10046",2014,1,"Kamphaeng Phet",5,3,36,0,275,0,0,0,0
"10047",2014,1,"Kanchanaburi",2,0,42,0,279,0,0,0,0
"10048",2014,1,"Khon Kaen",4,1,100,0,741,0,0,0,0
"10049",2014,1,"Krabi",14,0,23,0,131,0,0,0,0
"10050",2014,1,"Lampang",2,0,287,0,293,0,0,0,0
"10051",2014,1,"Lamphun",0,0,25,0,47,0,0,0,0
"10052",2014,1,"Loei",2,2,13,0,177,0,0,0,0
"10053",2014,1,"Lop Buri",9,0,54,0,220,0,0,0,0
"10054",2014,1,"Mae Hong Son",2,0,10,0,120,0,0,0,0
"10055",2014,1,"Maha Sarakham",9,0,8,1,393,0,0,0,0
"10056",2014,1,"Mukdahan",1,0,3,0,147,0,0,0,0
"10057",2014,1,"Nakhon Nayok",1,0,2,1,69,0,202,1,0
"10058",2014,1,"Nakhon Pathom",24,0,104,0,179,0,169,0,0
"10059",2014,1,"Nakhon Phanom",0,0,70,6,188,0,165,1,0
"10060",2014,1,"Nakhon Ratchasima",15,3,213,5,714,0,192,1,1
"10061",2014,1,"Nakhon Sawan",5,0,39,8,275,0,194,0,0
"10062",2014,1,"Nakhon Si Thammarat",63,7,43,8,342,2,163,1,0
"10063",2014,1,"Nan",1,0,13,7,127,0,158,1,1
"10064",2014,1,"Narathiwat",34,0,31,11,227,1,185,1,0
"10065",2014,1,"Nong Bua Lam Phu",0,1,8,11,130,0,164,0,1
"10066",2014,1,"Nong Khai",2,4,24,9,357,0,143,0,0
"10067",2014,1,"Nonthaburi",26,0,74,9,190,0,125,2,1
"10068",2014,1,"Pathum Thani",15,0,23,6,413,0,74,0,0
"10069",2014,1,"Pattani",38,0,13,0,133,0,0,5,15
"10070",2014,1,"Phangnga",5,0,5,1,124,0,0,2,12
"10071",2014,1,"Phatthalung",36,0,22,2,162,0,0,7,18
"10072",2014,1,"Phayao",0,0,201,1,382,0,1,3,9
"10073",2014,1,"Phetchabun",1,0,14,1,242,0,0,8,9
"10074",2014,1,"Phetchaburi",16,0,21,1,338,0,1,7,9
"10075",2014,1,"Phichit",12,1,11,0,243,0,19,3,11
"10076",2014,1,"Phitsanulok",3,0,158,2,252,0,4,8,8
"10077",2014,1,"Phra Nakhon Si Ayutthaya",9,0,137,0,501,0,6,9,10
"10078",2014,1,"Phrae",2,0,10,0,207,0,1,5,11
"10079",2014,1,"Phuket",52,0,63,1,49,0,0,15,7
"10080",2014,1,"Prachin Buri",7,1,7,1,256,0,0,2,8
"10081",2014,1,"Prachuap Khiri Khan",1,0,12,3,213,0,26,4,2
"10082",2014,1,"Ranong",4,0,4,2,48,0,9,3,1
"10083",2014,1,"Ratchaburi",19,0,24,0,140,0,26,5,1
"10084",2014,1,"Rayong",18,1,158,1,305,0,9,1,0
"10085",2014,1,"Roi Et",2,0,2,2,464,0,21,6,1
"10086",2014,1,"Sa Kaeo",1,0,9,1,108,0,6,3,1
"10087",2014,1,"Sakon Nakhon",0,0,19,1,102,1,11,4,1
