"","Year","Month","Province","DF","ENCEP","INFLUENZA","MALARIA","PNEU","CHOL","TB","LEPTO","MELIOID"
"2703",2005,9,"Phichit",5,0,9,0,69,0,8,1,0
"2704",2005,9,"Phitsanulok",19,0,38,0,63,0,7,0,0
"2705",2005,9,"Phra Nakhon Si Ayutthaya",6,0,6,2,150,0,15,4,1
"2706",2005,9,"Phrae",9,0,23,1,116,0,18,6,0
"2707",2005,9,"Phuket",3,0,16,4,43,0,8,1,2
"2708",2005,9,"Prachin Buri",68,0,8,1,134,0,14,0,0
"2709",2005,9,"Prachuap Khiri Khan",36,1,23,3,46,0,14,2,0
"2710",2005,9,"Ranong",10,0,4,0,26,0,8,2,0
"2711",2005,9,"Ratchaburi",71,0,54,1,130,0,12,1,0
"2712",2005,9,"Rayong",21,1,39,1,139,0,4,0,0
"2713",2005,9,"Roi Et",5,0,1,57,194,0,48,1,0
"2714",2005,9,"Sa Kaeo",33,0,3,46,47,0,20,2,0
"2715",2005,9,"Sakon Nakhon",3,0,7,74,90,0,13,1,0
"2716",2005,9,"Samut Prakan",25,0,3,154,107,0,25,0,0
"2717",2005,9,"Samut Sakhon",65,1,1,494,44,0,21,3,0
"2718",2005,9,"Samut Songkhram",5,0,14,1119,48,0,10,1,0
"2719",2005,9,"Saraburi",8,0,8,466,33,0,12,0,0
"2720",2005,9,"Satun",7,1,22,340,44,0,13,0,0
"2721",2005,9,"Si Sa Ket",20,0,24,346,325,0,9,2,0
"2722",2005,9,"Sing Buri",0,0,4,325,30,0,9,1,0
"2723",2005,9,"Songkhla",36,0,107,289,189,0,7,1,0
"2724",2005,9,"Sukhothai",8,0,9,67,191,0,2,0,0
"2725",2005,9,"Suphan Buri",7,0,4,0,153,0,38,1,2
"2726",2005,9,"Surat Thani",59,1,93,0,227,0,24,2,0
"2727",2005,9,"Surin",56,0,41,1,447,0,25,3,0
"2728",2005,9,"Tak",9,0,9,0,145,0,18,2,0
"2729",2005,9,"Trang",64,0,81,1,91,0,18,2,0
"2730",2005,9,"Trat",7,0,4,0,73,0,14,5,0
"2731",2005,9,"Ubon Ratchathani",12,1,60,0,551,0,17,12,0
"2732",2005,9,"Udon Thani",6,0,26,0,211,0,18,8,0
"2733",2005,9,"Uthai Thani",28,0,6,0,62,0,17,16,0
"2734",2005,9,"Uttaradit",5,0,3,0,223,0,27,6,0
"2735",2005,9,"Yala",8,0,6,0,274,0,23,2,0
"2736",2005,9,"Yasothon",3,0,76,1,128,0,8,5,0
"2737",2006,1,"Amnat Charoen",0,0,2,0,172,0,26,0,2
"2738",2006,1,"Ang Thong",4,0,3,0,87,0,8,0,0
"2739",2006,1,"Bangkok",81,0,55,0,791,0,21,0,0
"2740",2006,1,"Buri Ram",1,0,44,0,264,0,11,0,2
"2741",2006,1,"Chachoengsao",3,0,9,2,353,0,18,1,2
"2742",2006,1,"Chai Nat",3,0,10,0,43,0,17,3,2
"2743",2006,1,"Chaiyaphum",2,0,4,1,183,0,14,4,2
"2744",2006,1,"Chanthaburi",10,1,50,0,203,0,12,2,4
"2745",2006,1,"Chiang Mai",5,1,19,1,443,0,8,3,5
"2746",2006,1,"Chiang Rai",1,0,20,2,571,0,18,6,6
"2747",2006,1,"Chon Buri",0,0,25,1,84,0,14,1,5
"2748",2006,1,"Chumphon",5,0,4,1,134,0,10,0,3
"2749",2006,1,"Kalasin",1,0,3,0,117,0,16,0,0
"2750",2006,1,"Kamphaeng Phet",4,0,5,0,183,0,16,0,0
"2751",2006,1,"Kanchanaburi",3,0,77,0,282,0,9,0,0
"2752",2006,1,"Khon Kaen",7,0,12,1,296,0,6,0,0
"2753",2006,1,"Krabi",7,0,11,5,164,0,4,0,0
"2754",2006,1,"Lampang",1,0,9,2,370,0,4,0,0
"2755",2006,1,"Lamphun",2,0,7,0,106,0,14,0,0
"2756",2006,1,"Loei",4,0,16,0,62,0,3,0,0
"2757",2006,1,"Lop Buri",10,0,79,0,183,0,8,1,0
"2758",2006,1,"Mae Hong Son",1,1,3,0,140,0,7,2,0
"2759",2006,1,"Maha Sarakham",3,0,15,0,179,0,4,2,0
"2760",2006,1,"Mukdahan",1,0,1,0,116,0,1,0,0
"2761",2006,1,"Nakhon Nayok",3,0,3,17,65,0,347,0,0
"2762",2006,1,"Nakhon Pathom",9,0,34,35,195,1,226,0,0
"2763",2006,1,"Nakhon Phanom",0,0,21,16,158,1,127,0,0
"2764",2006,1,"Nakhon Ratchasima",5,0,20,35,668,0,229,0,0
"2765",2006,1,"Nakhon Sawan",13,0,12,54,321,0,230,0,0
"2766",2006,1,"Nakhon Si Thammarat",54,1,116,58,213,1,242,0,0
"2767",2006,1,"Nan",0,0,11,18,61,0,196,1,0
"2768",2006,1,"Narathiwat",3,0,40,17,240,1,260,0,0
"2769",2006,1,"Nong Bua Lam Phu",0,0,3,8,64,0,252,0,0
"2770",2006,1,"Nong Khai",1,0,2,7,125,0,238,5,0
"2771",2006,1,"Nonthaburi",13,0,15,19,100,0,220,2,0
"2772",2006,1,"Pathum Thani",0,1,4,15,207,0,157,0,0
"2773",2006,1,"Pattani",6,1,24,1,173,0,47,2,2
"2774",2006,1,"Phangnga",6,1,14,1,63,0,61,9,2
"2775",2006,1,"Phatthalung",14,0,34,1,143,0,52,7,4
"2776",2006,1,"Phayao",0,0,12,4,114,0,29,5,2
"2777",2006,1,"Phetchabun",0,0,11,7,91,0,17,13,2
"2778",2006,1,"Phetchaburi",0,0,18,0,96,0,23,10,5
"2779",2006,1,"Phichit",8,0,7,3,119,0,26,18,0
"2780",2006,1,"Phitsanulok",0,0,4,0,124,0,26,16,1
"2781",2006,1,"Phra Nakhon Si Ayutthaya",17,1,8,0,247,0,22,11,3
"2782",2006,1,"Phrae",3,0,7,2,95,0,15,23,0
"2783",2006,1,"Phuket",3,0,16,0,90,0,19,5,0
"2784",2006,1,"Prachin Buri",8,0,7,0,145,0,12,1,0
"2785",2006,1,"Prachuap Khiri Khan",9,0,16,3,72,0,75,1,0
"2786",2006,1,"Ranong",11,0,4,4,30,0,45,0,0
"2787",2006,1,"Ratchaburi",29,0,58,3,160,0,64,0,0
"2788",2006,1,"Rayong",4,0,21,3,181,0,30,0,0
"2789",2006,1,"Roi Et",1,0,2,6,156,0,35,0,0
"2790",2006,1,"Sa Kaeo",5,0,4,10,52,0,35,1,0
"2791",2006,1,"Sakon Nakhon",2,0,17,25,74,0,29,0,1
"2792",2006,1,"Samut Prakan",14,0,0,9,162,0,42,0,0
"2793",2006,1,"Samut Sakhon",30,0,1,4,61,0,36,1,0
"2794",2006,1,"Samut Songkhram",3,0,22,6,51,0,17,2,0
"2795",2006,1,"Saraburi",6,0,2,12,73,0,44,0,0
"2796",2006,1,"Satun",1,0,12,12,67,0,16,0,0
"2797",2006,1,"Si Sa Ket",5,0,19,1,342,0,16,1,0
"2798",2006,1,"Sing Buri",1,0,4,0,27,0,16,1,0
"2799",2006,1,"Songkhla",23,0,67,0,320,0,2,0,0
"2800",2006,1,"Sukhothai",1,0,2,0,102,0,13,1,0
"2801",2006,1,"Suphan Buri",9,0,3,0,181,0,14,0,0
"2802",2006,1,"Surat Thani",60,1,254,0,475,0,8,1,0
"2803",2006,1,"Surin",4,0,26,0,628,0,12,6,1
"2804",2006,1,"Tak",9,0,14,0,165,0,14,5,0
"2805",2006,1,"Trang",4,0,65,0,232,0,15,6,1
"2806",2006,1,"Trat",0,0,1,0,78,0,12,8,0
"2807",2006,1,"Ubon Ratchathani",1,1,9,0,588,0,16,1,0
"2808",2006,1,"Udon Thani",3,0,11,0,250,0,5,1,0
"2809",2006,1,"Uthai Thani",3,0,4,1,129,0,34,1,2
"2810",2006,1,"Uttaradit",1,0,2,0,242,0,25,1,1
"2811",2006,1,"Yala",8,0,21,1,178,0,36,0,1
"2812",2006,1,"Yasothon",0,0,2,0,67,0,30,0,0
"2813",2006,10,"Amnat Charoen",13,0,1,2,121,0,45,3,1
"2814",2006,10,"Ang Thong",14,0,0,0,34,0,45,6,0
"2815",2006,10,"Bangkok",105,0,80,1,802,0,25,14,1
"2816",2006,10,"Buri Ram",19,1,47,1,236,0,16,4,1
"2817",2006,10,"Chachoengsao",10,1,18,1,310,0,16,4,2
"2818",2006,10,"Chai Nat",7,0,9,2,52,0,17,25,1
"2819",2006,10,"Chaiyaphum",32,0,12,2,172,0,21,9,2
"2820",2006,10,"Chanthaburi",23,1,61,0,153,0,7,2,1
"2821",2006,10,"Chiang Mai",20,0,14,149,485,1,42,1,0
"2822",2006,10,"Chiang Rai",6,5,13,82,740,0,21,1,0
"2823",2006,10,"Chon Buri",0,0,45,129,107,0,19,0,0
"2824",2006,10,"Chumphon",18,0,5,89,99,0,4,3,1
"2825",2006,10,"Kalasin",32,0,15,136,114,1,15,3,0
"2826",2006,10,"Kamphaeng Phet",9,0,8,106,206,0,21,3,1
"2827",2006,10,"Kanchanaburi",15,1,63,136,283,0,22,10,0
"2828",2006,10,"Khon Kaen",51,2,16,104,329,0,23,9,2
"2829",2006,10,"Krabi",6,0,7,92,104,1,22,15,1
"2830",2006,10,"Lampang",7,0,3,50,384,0,18,58,1
"2831",2006,10,"Lamphun",4,0,2,147,117,0,7,12,2
"2832",2006,10,"Loei",0,0,13,93,79,0,5,2,0
"2833",2006,10,"Lop Buri",28,0,1,17,259,0,54,3,0
"2834",2006,10,"Mae Hong Son",1,0,9,12,159,0,33,1,0
"2835",2006,10,"Maha Sarakham",4,0,11,32,200,0,32,1,0
"2836",2006,10,"Mukdahan",5,0,1,23,13,0,29,2,0
"2837",2006,10,"Nakhon Nayok",12,0,0,46,41,0,15,0,0
"2838",2006,10,"Nakhon Pathom",37,0,35,44,169,0,33,9,0
"2839",2006,10,"Nakhon Phanom",0,0,14,73,93,0,28,9,0
"2840",2006,10,"Nakhon Ratchasima",46,0,17,37,606,0,26,16,0
"2841",2006,10,"Nakhon Sawan",17,2,13,38,216,0,40,19,0
"2842",2006,10,"Nakhon Si Thammarat",10,2,28,17,183,0,37,5,0
"2843",2006,10,"Nan",7,1,19,14,145,0,36,6,1
"2844",2006,10,"Narathiwat",3,0,40,10,267,0,14,4,0
"2845",2006,10,"Nong Bua Lam Phu",0,0,2,7,96,0,112,0,1
"2846",2006,10,"Nong Khai",3,0,0,3,108,0,72,0,1
"2847",2006,10,"Nonthaburi",43,0,9,3,73,0,96,2,0
"2848",2006,10,"Pathum Thani",0,0,0,5,27,0,61,2,1
"2849",2006,10,"Pattani",12,0,14,18,135,0,59,3,0
"2850",2006,10,"Phangnga",14,0,12,18,47,0,43,7,0
"2851",2006,10,"Phatthalung",3,1,28,9,144,0,71,17,0
"2852",2006,10,"Phayao",0,0,2,6,127,0,58,10,0
"2853",2006,10,"Phetchabun",7,0,25,1,110,0,60,12,0
"2854",2006,10,"Phetchaburi",0,0,32,8,106,0,87,22,0
"2855",2006,10,"Phichit",4,0,6,5,77,0,59,14,1
"2856",2006,10,"Phitsanulok",10,1,13,2,153,0,37,2,1
"2857",2006,10,"Phra Nakhon Si Ayutthaya",18,0,3,15,202,0,54,0,1
"2858",2006,10,"Phrae",6,0,6,15,94,0,40,0,0
"2859",2006,10,"Phuket",2,0,13,15,64,0,39,0,0
"2860",2006,10,"Prachin Buri",0,1,4,9,72,0,41,0,0
"2861",2006,10,"Prachuap Khiri Khan",7,0,12,14,111,1,65,2,0
"2862",2006,10,"Ranong",4,0,3,21,40,0,30,1,0
"2863",2006,10,"Ratchaburi",47,0,68,15,202,0,39,1,0
"2864",2006,10,"Rayong",33,0,31,11,153,0,52,0,0
"2865",2006,10,"Roi Et",14,0,2,12,192,0,34,0,0
"2866",2006,10,"Sa Kaeo",9,0,8,8,37,1,26,1,0
"2867",2006,10,"Sakon Nakhon",9,0,12,21,58,0,21,2,0
"2868",2006,10,"Samut Prakan",37,0,4,17,108,0,21,0,0
"2869",2006,10,"Samut Sakhon",10,0,5,9,65,0,44,0,0
"2870",2006,10,"Samut Songkhram",5,0,9,23,50,0,36,1,0
"2871",2006,10,"Saraburi",1,0,5,26,87,0,31,1,0
"2872",2006,10,"Satun",4,0,18,94,61,0,49,1,0
"2873",2006,10,"Si Sa Ket",34,0,18,421,365,0,23,4,0
"2874",2006,10,"Sing Buri",0,0,4,229,11,0,33,2,0
"2875",2006,10,"Songkhla",22,1,26,112,291,0,40,1,0
"2876",2006,10,"Sukhothai",4,0,2,50,145,0,35,4,0
"2877",2006,10,"Suphan Buri",22,0,6,32,186,0,18,4,0
"2878",2006,10,"Surat Thani",27,0,47,21,242,0,29,4,0
"2879",2006,10,"Surin",60,0,58,16,480,0,23,4,0
"2880",2006,10,"Tak",7,1,24,5,289,0,13,0,0
"2881",2006,10,"Trang",1,0,46,2,141,0,56,2,1
"2882",2006,10,"Trat",2,0,10,2,66,0,50,5,1
"2883",2006,10,"Ubon Ratchathani",11,2,22,1,854,0,80,3,2
"2884",2006,10,"Udon Thani",2,0,26,1,290,0,51,6,2
"2885",2006,10,"Uthai Thani",7,0,5,4,85,0,37,8,4
"2886",2006,10,"Uttaradit",6,0,3,1,235,0,37,13,1
"2887",2006,10,"Yala",5,0,9,1,274,0,50,42,1
"2888",2006,10,"Yasothon",0,0,3,1,59,0,52,22,9
"2889",2006,11,"Amnat Charoen",9,0,3,0,68,0,28,62,4
"2890",2006,11,"Ang Thong",12,0,0,0,21,0,17,54,2
"2891",2006,11,"Bangkok",71,0,89,0,507,0,40,6,0
"2892",2006,11,"Buri Ram",3,2,27,0,177,0,12,11,2
"2893",2006,11,"Chachoengsao",5,0,16,2,251,0,36,0,1
"2894",2006,11,"Chai Nat",6,0,4,2,29,0,34,0,1
"2895",2006,11,"Chaiyaphum",25,0,5,4,118,0,34,0,0
"2896",2006,11,"Chanthaburi",28,0,45,4,124,0,33,0,0
"2897",2006,11,"Chiang Mai",8,0,12,7,380,0,38,0,0
"2898",2006,11,"Chiang Rai",2,5,21,15,571,0,17,0,0
"2899",2006,11,"Chon Buri",0,0,53,10,132,0,29,0,1
"2900",2006,11,"Chumphon",23,0,7,41,43,0,18,0,1
"2901",2006,11,"Kalasin",36,0,8,35,119,0,29,0,0
"2902",2006,11,"Kamphaeng Phet",8,0,8,19,168,0,24,0,0
"2903",2006,11,"Kanchanaburi",11,0,55,4,185,0,26,0,1
"2904",2006,11,"Khon Kaen",27,1,10,4,216,0,24,0,0
"2905",2006,11,"Krabi",3,3,7,78,64,0,23,0,0
"2906",2006,11,"Lampang",5,0,1,67,251,0,14,0,0
"2907",2006,11,"Lamphun",6,0,0,121,100,0,36,0,0
"2908",2006,11,"Loei",0,0,9,205,35,0,37,0,0
"2909",2006,11,"Lop Buri",27,0,3,460,122,0,17,0,0
"2910",2006,11,"Mae Hong Son",0,1,10,385,151,0,25,0,0
"2911",2006,11,"Maha Sarakham",8,0,19,341,147,0,16,0,0
"2912",2006,11,"Mukdahan",2,0,1,213,8,0,31,2,0
"2913",2006,11,"Nakhon Nayok",8,0,0,185,17,0,15,0,0
"2914",2006,11,"Nakhon Pathom",13,0,28,162,118,0,26,0,0
"2915",2006,11,"Nakhon Phanom",5,0,7,96,73,0,26,0,0
"2916",2006,11,"Nakhon Ratchasima",45,4,14,139,415,0,25,0,0
"2917",2006,11,"Nakhon Sawan",27,1,9,1,114,0,125,5,2
"2918",2006,11,"Nakhon Si Thammarat",23,1,48,1,147,0,71,16,1
"2919",2006,11,"Nan",5,0,8,0,141,0,72,14,0
"2920",2006,11,"Narathiwat",7,0,52,2,212,2,63,13,0
"2921",2006,11,"Nong Bua Lam Phu",1,0,1,0,60,0,73,22,0
"2922",2006,11,"Nong Khai",3,0,1,1,55,0,80,25,2
"2923",2006,11,"Nonthaburi",38,0,6,1,68,0,78,45,3
"2924",2006,11,"Pathum Thani",10,0,2,1,54,0,53,65,1
"2925",2006,11,"Pattani",17,0,6,0,79,0,62,64,0
"2926",2006,11,"Phangnga",9,0,7,1,35,0,48,53,3
"2927",2006,11,"Phatthalung",4,0,52,0,198,0,47,17,3
"2928",2006,11,"Phayao",0,0,4,0,128,0,14,9,0
"2929",2006,11,"Phetchabun",2,0,25,17,96,0,10,1,0
"2930",2006,11,"Phetchaburi",0,2,37,10,70,0,10,0,0
"2931",2006,11,"Phichit",7,0,2,10,78,0,8,0,0
"2932",2006,11,"Phitsanulok",8,0,10,9,134,0,8,1,0
"2933",2006,11,"Phra Nakhon Si Ayutthaya",18,0,2,8,127,0,5,0,0
"2934",2006,11,"Phrae",5,0,6,9,92,0,8,0,0
"2935",2006,11,"Phuket",0,1,19,10,73,0,3,4,0
"2936",2006,11,"Prachin Buri",0,0,0,4,10,0,13,1,0
"2937",2006,11,"Prachuap Khiri Khan",10,0,13,5,85,0,15,1,0
"2938",2006,11,"Ranong",5,0,1,19,39,0,15,0,0
"2939",2006,11,"Ratchaburi",28,0,58,9,112,0,7,0,0
"2940",2006,11,"Rayong",30,0,26,1,110,0,3,1,0
"2941",2006,11,"Roi Et",16,0,3,1,106,0,86,4,5
"2942",2006,11,"Sa Kaeo",6,0,0,1,10,0,69,1,1
"2943",2006,11,"Sakon Nakhon",13,0,6,0,69,0,77,1,5
"2944",2006,11,"Samut Prakan",39,0,5,3,90,0,86,0,0
"2945",2006,11,"Samut Sakhon",11,0,1,10,57,0,54,7,4
"2946",2006,11,"Samut Songkhram",4,0,12,5,40,0,64,3,6
"2947",2006,11,"Saraburi",6,0,4,5,34,0,44,9,7
"2948",2006,11,"Satun",2,1,8,5,50,0,52,10,4
"2949",2006,11,"Si Sa Ket",17,0,23,7,321,0,45,21,4
"2950",2006,11,"Sing Buri",2,0,5,3,10,0,46,24,7
"2951",2006,11,"Songkhla",40,0,32,1,163,0,32,3,4
"2952",2006,11,"Sukhothai",1,0,1,1,116,0,20,2,1
"2953",2006,11,"Suphan Buri",38,1,1,8,121,0,39,0,0
"2954",2006,11,"Surat Thani",36,0,55,0,207,0,6,0,0
"2955",2006,11,"Surin",54,0,39,3,312,0,7,1,0
"2956",2006,11,"Tak",6,0,15,2,155,0,8,0,0
"2957",2006,11,"Trang",0,0,32,9,98,0,7,0,0
"2958",2006,11,"Trat",4,3,1,3,35,0,11,0,0
"2959",2006,11,"Ubon Ratchathani",5,1,13,11,528,0,5,1,0
"2960",2006,11,"Udon Thani",4,0,8,13,239,0,7,1,0
"2961",2006,11,"Uthai Thani",10,0,2,9,55,0,8,1,0
"2962",2006,11,"Uttaradit",2,0,1,3,151,0,8,0,0
"2963",2006,11,"Yala",9,0,3,2,183,0,3,0,0
"2964",2006,11,"Yasothon",0,0,0,2,38,0,4,0,0
"2965",2006,12,"Amnat Charoen",3,0,2,1,53,0,40,2,0
"2966",2006,12,"Ang Thong",1,0,3,0,17,0,30,1,0
"2967",2006,12,"Bangkok",129,0,72,0,453,0,20,1,0
"2968",2006,12,"Buri Ram",0,0,11,0,75,0,18,3,0
"2969",2006,12,"Chachoengsao",6,2,11,0,184,0,16,7,0
"2970",2006,12,"Chai Nat",2,0,3,0,22,0,12,5,0
"2971",2006,12,"Chaiyaphum",11,0,2,0,78,0,21,19,0
"2972",2006,12,"Chanthaburi",6,0,13,4,102,0,21,18,0
"2973",2006,12,"Chiang Mai",5,0,13,0,228,0,16,33,0
"2974",2006,12,"Chiang Rai",1,5,16,1,435,0,29,15,0
"2975",2006,12,"Chon Buri",0,0,44,0,53,0,10,5,1
"2976",2006,12,"Chumphon",12,1,1,0,20,0,6,4,0
"2977",2006,12,"Kalasin",35,0,15,0,61,0,50,0,0
"2978",2006,12,"Kamphaeng Phet",9,0,5,0,116,0,37,2,0
"2979",2006,12,"Kanchanaburi",8,0,10,0,110,0,36,0,0
"2980",2006,12,"Khon Kaen",17,0,1,2,83,0,35,2,0
"2981",2006,12,"Krabi",4,3,6,1,66,0,26,0,0
"2982",2006,12,"Lampang",4,0,3,0,214,0,31,0,0
"2983",2006,12,"Lamphun",0,0,0,1,51,0,25,0,0
"2984",2006,12,"Loei",0,0,1,0,28,0,29,1,0
"2985",2006,12,"Lop Buri",14,0,1,1,82,0,14,0,0
"2986",2006,12,"Mae Hong Son",0,0,6,1,95,0,22,4,0
"2987",2006,12,"Maha Sarakham",10,0,14,0,120,0,14,5,0
"2988",2006,12,"Mukdahan",0,0,2,0,6,0,7,2,0
"2989",2006,12,"Nakhon Nayok",7,0,0,202,13,0,8,0,0
"2990",2006,12,"Nakhon Pathom",17,0,24,114,109,0,10,0,0
"2991",2006,12,"Nakhon Phanom",2,1,10,111,53,0,4,2,0
"2992",2006,12,"Nakhon Ratchasima",26,2,12,220,285,0,8,0,0
"2993",2006,12,"Nakhon Sawan",20,0,7,672,99,0,11,0,0
"2994",2006,12,"Nakhon Si Thammarat",27,0,51,581,118,0,4,4,0
"2995",2006,12,"Nan",2,0,5,345,111,0,11,13,0
"2996",2006,12,"Narathiwat",6,0,51,186,137,0,9,4,0
"2997",2006,12,"Nong Bua Lam Phu",0,0,1,111,57,0,2,2,2
"2998",2006,12,"Nong Khai",1,0,4,142,27,0,2,0,1
"2999",2006,12,"Nonthaburi",13,0,7,206,65,0,2,1,0
"3000",2006,12,"Pathum Thani",5,0,0,271,41,0,2,0,0
"3001",2006,12,"Pattani",13,0,6,0,81,0,24,1,0
"3002",2006,12,"Phangnga",6,0,4,0,8,0,24,6,0
"3003",2006,12,"Phatthalung",4,0,37,0,140,0,40,2,0
"3004",2006,12,"Phayao",0,0,3,0,86,0,22,3,1
"3005",2006,12,"Phetchabun",5,0,11,1,65,0,24,8,0
"3006",2006,12,"Phetchaburi",0,0,26,0,47,0,16,2,0
"3007",2006,12,"Phichit",3,0,1,0,28,0,15,2,0
"3008",2006,12,"Phitsanulok",7,1,7,0,106,0,13,4,4
"3009",2006,12,"Phra Nakhon Si Ayutthaya",4,0,3,1,100,0,22,5,1
"3010",2006,12,"Phrae",5,0,8,1,67,0,19,8,0
"3011",2006,12,"Phuket",1,0,18,1,45,0,8,1,0
"3012",2006,12,"Prachin Buri",0,0,0,0,0,0,4,0,0
"3013",2006,12,"Prachuap Khiri Khan",7,0,4,2,46,0,10,1,1
"3014",2006,12,"Ranong",0,0,0,0,14,0,9,0,3
"3015",2006,12,"Ratchaburi",21,0,47,1,88,0,4,0,3
"3016",2006,12,"Rayong",13,0,21,0,74,0,4,0,0
"3017",2006,12,"Roi Et",17,0,0,1,92,0,2,0,0
"3018",2006,12,"Sa Kaeo",9,0,3,0,5,0,1,1,0
"3019",2006,12,"Sakon Nakhon",7,0,4,4,29,0,7,2,0
"3020",2006,12,"Samut Prakan",20,0,0,0,64,0,0,0,0
"3021",2006,12,"Samut Sakhon",0,0,3,0,44,0,1,1,0
"3022",2006,12,"Samut Songkhram",1,0,7,0,33,0,3,1,0
"3023",2006,12,"Saraburi",4,0,2,3,30,0,2,1,0
"3024",2006,12,"Satun",0,0,10,2,30,0,1,0,0
"3025",2006,12,"Si Sa Ket",13,0,18,1,326,0,14,0,0
"3026",2006,12,"Sing Buri",0,0,6,0,18,0,7,0,0
"3027",2006,12,"Songkhla",56,1,18,1,138,0,6,0,0
"3028",2006,12,"Sukhothai",3,0,0,4,65,0,6,0,0
"3029",2006,12,"Suphan Buri",8,0,1,7,81,0,12,0,0
"3030",2006,12,"Surat Thani",32,0,44,9,167,0,2,1,0
"3031",2006,12,"Surin",36,0,24,6,211,0,4,0,0
"3032",2006,12,"Tak",4,0,15,2,128,0,2,0,0
"3033",2006,12,"Trang",0,0,27,3,64,0,9,0,0
"3034",2006,12,"Trat",3,0,0,2,14,0,7,1,0
"3035",2006,12,"Ubon Ratchathani",3,1,12,2,384,0,4,0,0
"3036",2006,12,"Udon Thani",9,0,14,0,160,0,3,0,0
"3037",2006,12,"Uthai Thani",5,0,6,2,44,0,24,0,0
"3038",2006,12,"Uttaradit",5,0,3,1,93,0,32,0,0
"3039",2006,12,"Yala",15,1,5,3,110,0,25,0,0
"3040",2006,12,"Yasothon",1,0,0,7,38,0,23,0,0
"3041",2006,2,"Amnat Charoen",0,0,1,19,115,0,29,0,0
"3042",2006,2,"Ang Thong",4,1,4,15,78,0,21,0,0
"3043",2006,2,"Bangkok",29,0,60,7,689,0,24,0,0
"3044",2006,2,"Buri Ram",4,2,24,2,255,0,15,0,0
"3045",2006,2,"Chachoengsao",1,0,5,0,240,0,7,0,0
"3046",2006,2,"Chai Nat",7,0,0,5,44,0,12,0,0
"3047",2006,2,"Chaiyaphum",1,0,3,6,205,0,7,0,2
"3048",2006,2,"Chanthaburi",9,0,24,2,130,0,36,0,0
"3049",2006,2,"Chiang Mai",3,0,16,0,379,0,63,0,0
"3050",2006,2,"Chiang Rai",1,0,16,0,616,0,24,0,0
"3051",2006,2,"Chon Buri",0,2,27,0,78,0,15,0,0
"3052",2006,2,"Chumphon",7,0,10,4,128,1,21,0,0
"3053",2006,2,"Kalasin",1,0,6,0,151,1,31,0,1
"3054",2006,2,"Kamphaeng Phet",4,1,5,1,145,0,18,0,0
"3055",2006,2,"Kanchanaburi",0,0,60,0,283,1,26,0,0
"3056",2006,2,"Khon Kaen",11,0,7,0,356,3,18,0,0
"3057",2006,2,"Krabi",7,0,7,1,84,0,18,0,0
"3058",2006,2,"Lampang",0,0,12,0,339,2,15,0,0
"3059",2006,2,"Lamphun",3,0,1,0,100,0,7,0,0
"3060",2006,2,"Loei",5,0,17,1,54,0,13,1,0
"3061",2006,2,"Lop Buri",4,0,9,4,148,0,267,3,4
"3062",2006,2,"Mae Hong Son",2,0,3,2,64,0,101,5,0
"3063",2006,2,"Maha Sarakham",0,0,5,4,135,1,112,9,3
"3064",2006,2,"Mukdahan",3,0,1,4,92,0,91,3,6
"3065",2006,2,"Nakhon Nayok",1,0,4,2,44,0,74,6,3
"3066",2006,2,"Nakhon Pathom",5,0,40,5,191,0,71,4,1
"3067",2006,2,"Nakhon Phanom",1,0,16,4,117,1,56,6,2
"3068",2006,2,"Nakhon Ratchasima",4,3,11,2,640,1,61,3,1
"3069",2006,2,"Nakhon Sawan",18,0,10,5,232,0,84,11,5
"3070",2006,2,"Nakhon Si Thammarat",27,0,90,4,191,0,83,41,3
"3071",2006,2,"Nan",0,0,0,8,25,1,63,7,3
"3072",2006,2,"Narathiwat",3,0,35,7,183,0,30,8,5
"3073",2006,2,"Nong Bua Lam Phu",1,0,2,3,54,0,68,0,0
"3074",2006,2,"Nong Khai",3,0,1,2,153,0,45,0,1
"3075",2006,2,"Nonthaburi",4,0,4,3,86,0,71,2,0
"3076",2006,2,"Pathum Thani",3,0,1,5,169,0,40,0,1
"3077",2006,2,"Pattani",7,0,14,3,151,0,45,2,1
"3078",2006,2,"Phangnga",9,1,7,11,55,0,34,3,0
"3079",2006,2,"Phatthalung",13,0,28,9,123,0,40,1,1
"3080",2006,2,"Phayao",2,0,23,23,93,0,33,2,1
"3081",2006,2,"Phetchabun",1,0,14,14,92,0,31,2,0
"3082",2006,2,"Phetchaburi",0,1,10,5,84,0,28,4,0
"3083",2006,2,"Phichit",6,0,5,4,141,0,35,1,0
"3084",2006,2,"Phitsanulok",2,0,0,2,129,0,19,4,0
"3085",2006,2,"Phra Nakhon Si Ayutthaya",4,0,5,21,281,0,91,3,0
"3086",2006,2,"Phrae",5,1,9,27,106,0,59,5,0
"3087",2006,2,"Phuket",1,0,11,18,79,0,75,3,0
"3088",2006,2,"Prachin Buri",2,0,1,36,160,0,50,3,0
"3089",2006,2,"Prachuap Khiri Khan",5,0,13,25,56,1,57,0,0
"3090",2006,2,"Ranong",8,0,4,10,31,0,51,7,0
"3091",2006,2,"Ratchaburi",30,0,36,14,155,0,36,0,0
"3092",2006,2,"Rayong",24,0,25,30,172,0,45,6,0
"3093",2006,2,"Roi Et",2,0,1,12,115,0,42,6,0
"3094",2006,2,"Sa Kaeo",7,0,3,17,52,0,42,8,0
